Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Image Src
mitsubishi-l200-triton-2015-2-lift-front-upper-camber-arms,Mitsubishi L200 Triton 2015+ 2 Lift Front Upper Camber Arms,"Front UpperCamberArmsdesigned for a lifted L200allowing improved handling, stability, and tyre wear. Our Camber arms are perfect for off-road enthusiasts and those seeking optimised suspension performance.

 Heavy Duty Iron upper control arms with clevite rubber bushing improving durability over the OEM Arms.
 Allows greater suspension travel before the arm catches on trucks lifted up to 2'
 Designed to promote a factory-like geometry by keeping the ball joint at the optimum angle after lifting
 We recommend suspension alignment after fitting this item to compensate for the alterations to suspension geometry
 A must have when lifting your L200",,Suspension > Wishbone Arms,"Suspension, Wishbone Arms",TRUE,Title,Mitsubishi L200 Triton 2015+ 2 Lift Front Upper Camber Arms,TSLK023,0,shopify,0,deny,manual,179.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/TSLK023-01.jpg
toyota-hilux-vigo-double-cab-05-15-side-steps,Toyota Hilux Vigo Double Cab 05-15 Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.







 



 Heavy Duty steel construction with a matte black finish











 



 Protects the side of your vehicle











 



 Stylish and practical addition to your Hilux











 



 Designed to be a bolt on kit











 



 We recommend this kit to be fitted by a certified garage",,Side Steps,Side Steps,TRUE,Title,Toyota Hilux Vigo Double Cab 05-15 Side Steps,TSSS002,0,shopify,0,deny,manual,244.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/TSSS002-01-copy.jpg
toyota-hilux-revo-double-cab-15-21-side-steps,Toyota Hilux Revo Double Cab 15-21 Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.







 



 Heavy duty steel construction with a matte black finish











 



 Protects the side of your vehicle











 



 Stylish and practical addition to your Hilux











 



 Designed to be a bolt on kit











 



 We recommend this kit to be fitted by a certified garage",,Side Steps,Side Steps,TRUE,Title,Toyota Hilux Revo Double Cab 15-21 Side Steps,TSSS003,0,shopify,0,deny,manual,249.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/FULL-CAR-THREE-LOW-copy.jpg
nissan-navara-double-cab-np300-d23-2015-side-steps,Nissan Navara Double Cab NP300 D23 2015+ Side Steps,"Our side steps are purpose-built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

 Aluminium construction finished with raised grip strips
 Protects the side of your vehicle from unwanted impacts
 A stylish and practical addition to your Navara
 Makes entering & exiting the vehicle a breeze
 Designed as a direct bolt-on kit, no specialist tools are needed",,Side Steps,Side Steps,TRUE,Title,Nissan Navara Double Cab NP300 D23 2015+ Side Steps,TSSS005,0,shopify,0,deny,manual,269.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/TSSS006-50-50-NEW.jpg
isuzu-d-max-double-cab-15-21-black-side-steps,Isuzu D Max Double Cab 15-21 Black Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.







 Heavy duty steel construction with a matte black finish

 Protects the side of your vehicle

 Stylish and practical addition to your D-Max

 Designed to be a bolt on kit

 We recommend this kit to be fitted by a certified garage",,Side Steps,Side Steps,TRUE,Title,Isuzu D Max Double Cab 15-21 Black Side Steps,TSSS006,0,shopify,0,deny,manual,94.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/TSSS002-01-copy-1.jpg
ford-ranger-t6-t7-t8-double-cab-12-21-side-steps,Ford Ranger T6 T7 & T8 Double Cab 12-21 Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

 Heavy duty steel construction with a matte black finish
 Protects the side of your vehicle
 Stylish and practical addition to your Ranger
 Designed to be a bolt on kit
 We recommend this kit to be fitted by a certified garage",,Side Steps,Side Steps,TRUE,Title,Ford Ranger T6 T7 & T8 Double Cab 12-21 Side Steps,TSSS004,0,shopify,0,deny,manual,294.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/50-50-24.jpg
predator4x4-non-slip-cup-holder-to-fit-land-rover-defender-l663-2020,Predator4x4 Non-Slip Cup Holder To Fit Land Rover Defender L663 2020+,"Our non slip cup holder trim is designed to OEM specifications ensuring perfect fitment to the moulded recess of the vehicle interior. Providing secure fitment for both hot and cold beverages, our anti slip mat reduces spillages while driving and ensures that your drink is easily accessible whenever you need it.







 



 Manufactured from OEM grade materials











 



 Easy access drink storage for the Land Rover Defender











 



 Quick and easy to install and clean











 



 Slim, lightweight design so it doesn't take up any unnecessary space











 



 Enhances the overall aesthetics of your car's interior











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Styling > Interior Accessories,"Styling, Interior Accessories",TRUE,Title,Predator4x4 Non-Slip Cup Holder To Fit Land Rover Defender L663 2020+,SMIT005,0,shopify,0,deny,manual,19.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/50-50-9.jpg
predator4x4-door-storage-box-to-fit-land-rover-defender-l663-2020,Predator4x4 Door Storage Box To Fit Land Rover Defender L663 2020+,"Our storage unit enhances the ergonomics of your car's interior, and offers a designated area to store various items such as sunglasses, wallets, phones, keys, and other personal belongings.







 



 Manufactured from OEM grade ABS











 



 Easy Access Storage for the Land Rover Defender











 



 Quick and easy to install











 



 Provides a practical space to store your phone, wallet and more











 



 Enhances the overall aesthetics of your car's interior











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Accessories,Accessories,TRUE,Title,Predator4x4 Door Storage Box To Fit Land Rover Defender L663 2020+,SMIT004,0,shopify,0,deny,manual,19.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/50-50-10.jpg
predator4x4-central-lower-storage-box-rubber-insert-to-fit-land-rover-defender-l663-2020,Predator4x4 Central Lower Storage Box Rubber Insert To Fit Land Rover Defender L663 2020+,"Our storage unit enhances the ergonomics of your car's interior, and offers a designated area to store various items such as sunglasses, wallets, phones, keys, and other personal belongings.







 



 Manufactured from OEM grade ABS











 



 Easy Access Storage for the Land Rover Defender











 



 Quick and easy to install











 



 Provides a practical space to store your phone, wallet and more











 



 Enhances the overall aesthetics of your car's interior











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Accessories,Accessories,TRUE,Title,Predator4x4 Central Lower Storage Box Rubber Insert To Fit Land Rover Defender L663 2020+,SMIT003,0,shopify,0,deny,manual,11.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/SMIT003-01-3.jpg
predator4x4-armrest-storage-unit-to-fit-land-rover-defender-l663-2020,Predator4x4 Armrest Storage Unit To Fit Land Rover Defender L663 2020+,"Our Armrest storage unit enhances the ergonomics of your car's interior, and offers a designated area to store various items such as sunglasses, wallets, phones, keys, and other personal belongings.







 



 Manufactured from OEM grade ABS











 



 Easy Access Storage for the Land Rover Defender











 



 Quick and easy to install











 



 Provides a practical space to store your phone, wallet and more











 



 Enhances the overall aesthetics of your car's interior











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Accessories,Accessories,TRUE,Title,Predator4x4 Armrest Storage Unit To Fit Land Rover Defender L663 2020+,SMIT002,0,shopify,0,deny,manual,19.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/50-50-11.jpg
predator4x4-centre-console-storage-unit-to-fit-land-rover-defender-l663-2020,Predator4x4 Centre Console Storage Unit To Fit Land Rover Defender L663 2020+,"Our centre console storage unit enhances the ergonomics of your car's interior, and offers a designated area to store various items such as sunglasses, wallets, phones, keys, and other personal belongings.

 	

 	Manufactured from OEM grade ABS




 	

 	Easy Access Storage for the Land Rover Defender




 	

 	Quick and easy to install




 	

 	Provides a practical space to store your phone, wallet and more




 	

 	Enhances the overall aesthetics of your car's interior




 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Accessories,Accessories,TRUE,Title,Predator4x4 Centre Console Storage Unit To Fit Land Rover Defender L663 2020+,SMIT001,0,shopify,0,deny,manual,24.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/50-50-12.jpg
predator4x4-gloss-black-front-bumper-a-bar-to-fit-land-rover-defender-l663-2020,Predator4x4 Gloss Black Front Bumper A Bar To Fit Land Rover Defender L663 2020+,"Our A bars are designed to strengthen the front end of your vehicle when venturing off road. A Predator4x4 A Bar will allow you to venture off road further with the increased bumper protection.



 Designed for long lasting strength and durability

 Securely bolts to OEM mounts to maximise structural integrity

 Includes fitting hardware as shown

 Safeguards the front end of your vehicle from rocks, branches, and other obstacles

 Finished in a stylish gloss black

 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Styling > Bull Bars,"Styling, Bull Bars",TRUE,Title,Predator4x4 Gloss Black Front Bumper A Bar To Fit Land Rover Defender L663 2020+,SMFB001,0,shopify,0,deny,manual,239.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/SMFB001-05-copy-2.jpg
predator4x4-headlight-covers-to-fit-land-rover-defender-l663-2020,Predator4x4 Headlight Covers To Fit Land Rover Defender L663 2020+,"Our headlight covers provide an extra layer of protection for your vehicle's headlights. They help shield the headlights from various elements such as dirt, debris, and rocks, reducing the risk of damage and potentially expensive repairs.







 



 Made from high-quality materials that are designed to withstand harsh weather conditions











 



 Transparent design for maximum visibility











 



 Designed for easy installation with pre-applied clear 3m tape











 



 Durable and UV stable to resist fading











 



 Protects your headlights from unwanted damage & costly repairs











 



 Please note, these are aftermarket products, not genuine Jaguar Land Rover parts",,Styling > Light Covers,"Styling, Light Covers",TRUE,Title,Predator4x4 Headlight Covers To Fit Land Rover Defender L663 2020+,SMLC001,0,shopify,0,deny,manual,29.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/SMLC001-01fitted.jpg
universal-emarked-diy-4-x-6-chrome-grille-light-kit,Universal Emarked DIY 4 x 6 Chrome Grille Light Kit,"Our Universal LED grille light kits are built from the highest quality materials, ensuring durability in the toughest conditions. All grille lights are fitted with high strength LED's to improve visibility both on and off-road.







 



 Solid white light for maximum visibility











 



 Waterproof to protect your lights from the elements











 



 Full kit with wiring harness included











 



 Supplied with four 6' lights, increasing visibility on or off road











 



 Gives your vehicle a more aggressive look",,Styling > Lights,"Styling, Lights",TRUE,Title,Universal Emarked DIY 4 x 6 Chrome Grille Light Kit,TPLK01-4,0,shopify,0,deny,manual,159.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/B0205C-03.5.jpg
universal-emarked-diy-2-x-6-black-grille-light-kit,Universal Emarked DIY 2 x 6 Black Grille Light Kit,"Our Universal LED grille light kits are built from the highest quality materials, ensuring durability in the toughest conditions. All grille lights are fitted with high strength LED's to improve visibility both on and off-road.







 



 Solid white light for maximum visibility











 



 Waterproof to protect your lights from the elements











 



 Full kit with wiring harness included











 



 Supplied with two 6' lights, increasing visibility on or off road











 



 Gives your vehicle a more aggressive look",,Styling > Lights,"Styling, Lights",TRUE,Title,Universal Emarked DIY 2 x 6 Black Grille Light Kit,TPLK01-2,0,shopify,0,deny,manual,104.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/B0205C-02.jpg
mitsubishi-l200-05-15-32mm-blue-front-levelling-spacers,Mitsubishi L200 05-15 32mm Blue Front Levelling Spacers,"Predator4x4 shock spacers are the perfect combination of form & functionality providing a 32mm lift to the front of the L200. Whether you're looking for more off-road ground clearance or a more aggressive look to your vehicle, Predator4x4 shock spacers are the perfect choice.

 Manufactured from CNC-machined aircraft grade 6061-T6 billet aluminium
 Designed to raise ground clearance with little to no impact on handling.
 Anodised blue for increased longevity & rust prevention
 Suitable for use with standard or extended shocks
 No modification, drilling or welding required",,Suspension > Lift Kits,"Suspension, Lift Kits",TRUE,Title,Mitsubishi L200 05-15 32mm Blue Front Levelling Spacers,TSLK011-BL,0,shopify,0,deny,manual,54.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/TSLK011-BL-01.jpg
universal-emarked-diy-8-chrome-grille-light-kit,Universal Emarked DIY 8 Chrome Grille Light Kit,"Our Universal LED grille light kits are built from the highest quality materials, ensuring durability in the toughest conditions. All grille lights are fitted with high strength LED's to improve visibility both on and off-road.

&nbsp;

 	

 	Solid white and yellow flashing light modes



&nbsp;

 	

 	Waterproof to protect your lights from the elements



&nbsp;

 	

 	Full kit with wiring harness included



&nbsp;

 	

 	Supplied with 2 x 8' lights, increasing visibility on or off road



&nbsp;

 	

 	Gives your vehicle a more aggressive look



&nbsp;",,Styling > Lights,"Styling, Lights",TRUE,Title,Universal Emarked DIY 8 Chrome Grille Light Kit,TPLK02,0,shopify,0,deny,manual,69.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/B0202B-02.jpg
toyota-hilux-mk8-revo-15-19-tailgate-strut,Toyota Hilux MK8 Revo 15-19 Tailgate Strut,"Our Tailgate struts are designed to assist with the opening and closing of your tailgate, Taking the strain off you and the relevant tailgate components.

 Manufactured from OEM grade black coated steel for long lasting strength and durability
 Securely fits to the right side of the tailgate lid
 Designed to make opening or closing the tailgate easier and safer
 Supplied as pictured with a sleek black finish
 A subtle upgrade that's quick and simple to install",,Accessories > Tailgate Struts,"Accessories, Tailgate Struts",TRUE,Title,Toyota Hilux MK8 Revo 15-19 Tailgate Strut,LXTD013,0,shopify,0,deny,manual,39.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXTD012-06-gallery.jpg
nissan-navara-d23-np300-2014-tailgate-strut,Nissan Navara D23 NP300 2014+ Tailgate Strut,"Our Tailgate struts are designed to assist with the opening and closing of your tailgate, Taking the strain off you and the relevant tailgate components.

&nbsp;

 	

 	Manufactured from OEM grade black coated steel for long lasting strength and durability



&nbsp;

 	

 	Securely fits to the right side of the tailgate lid



&nbsp;

 	

 	Designed to make opening or closing the tailgate easier and safer



&nbsp;

 	

 	Supplied as pictured with a sleek black finish



&nbsp;

 	

 	A subtle upgrade that's quick and simple to install



&nbsp;",,Accessories > Tailgate Struts,"Accessories, Tailgate Struts",TRUE,Title,Nissan Navara D23 NP300 2014+ Tailgate Strut,LXTD012,0,shopify,0,deny,manual,44.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXTD012-06-gallery-1.jpg
nissan-navara-d40-05-15-tailgate-strut,Nissan Navara D40 05-15 Tailgate Strut,"Our Tailgate struts are designed to assist with the opening and closing of your tailgate, Taking the strain off you and the relevant tailgate components.

&nbsp;

 	

 	Manufactured from OEM grade black coated steel for long lasting strength and durability



&nbsp;

 	

 	Securely fits to the left side of the tailgate lid



&nbsp;

 	

 	Designed to make opening or closing the tailgate easier and safer



&nbsp;

 	

 	Supplied as pictured with a sleek black finish



&nbsp;

 	

 	A subtle upgrade that's quick and simple to install



&nbsp;",,Accessories > Tailgate Struts,"Accessories, Tailgate Struts",TRUE,Title,Nissan Navara D40 05-15 Tailgate Strut,LXTD011,0,shopify,0,deny,manual,39.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXTD011-06-gallery-1.jpg
isuzu-d-max-2021-tailgate-strut,Isuzu D Max 2021+ Tailgate Strut,"Our Tailgate struts are designed to assist with the opening and closing of your tailgate, Taking the strain off you and the relevant tailgate components.

&nbsp;

 	

 	Manufactured from OEM grade black coated steel for long lasting strength and durability



&nbsp;

 	

 	Securely fits to the left side of the tailgate lid



&nbsp;

 	

 	Designed to make opening or closing the tailgate easier and safer



&nbsp;

 	

 	Supplied as pictured with a sleek black finish



&nbsp;

 	

 	A subtle upgrade that's quick and simple to install



&nbsp;",,Accessories > Tailgate Struts,"Accessories, Tailgate Struts",TRUE,Title,Isuzu D Max 2021+ Tailgate Strut,LXTD009,0,shopify,0,deny,manual,39.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXTD009-06-gallery.jpg
ford-ranger-t9-wildtrak-2023-tailgate-strut,Ford Ranger T9 Wildtrak 2023+ Tailgate Strut,"Our Tailgate struts are designed to assist with the opening and closing of your tailgate, Taking the strain off you and the relevant tailgate components.

 	

 	Manufactured from OEM grade black coated steel for long lasting strength and durability




 	

 	Securely fits to the left side of the tailgate lid




 	

 	Designed to make opening or closing the tailgate easier and safer




 	

 	Supplied as pictured with a sleek black finish




 	

 	A subtle upgrade that's quick and simple to install",,Accessories > Tailgate Struts,"Accessories, Tailgate Struts",TRUE,Title,Ford Ranger T9 Wildtrak 2023+ Tailgate Strut,LXTD007,0,shopify,0,deny,manual,49.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXTD007-06-gallery.jpg
toyota-hilux-mk7-vigo-05-15-tailgate-strut,Toyota Hilux MK7 Vigo 05-15 Tailgate Strut,"Our Tailgate struts are designed to assist with the opening and closing of your tailgate, Taking the strain off you and the relevant tailgate components.

&nbsp;

 	

 	Manufactured from OEM grade black coated steel for long lasting strength and durability



&nbsp;

 	

 	Securely fits to the left side of the tailgate lid



&nbsp;

 	

 	Designed to make opening or closing the tailgate easier and safer



&nbsp;

 	

 	Supplied as pictured with a sleek black finish



&nbsp;

 	

 	A subtle upgrade that's quick and simple to install



&nbsp;",,Accessories > Tailgate Struts,"Accessories, Tailgate Struts",TRUE,Title,Toyota Hilux MK7 Vigo 05-15 Tailgate Strut,LXTD008,0,shopify,0,deny,manual,39.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXTD008-06-gallery.jpg
volkswagen-vw-amarok-10-20-tailgate-strut,Volkswagen VW Amarok 10-20 Tailgate Strut,"Our Tailgate struts are designed to assist with the opening and closing of your tailgate, Taking the strain off you and the relevant tailgate components.

&nbsp;

 	

 	Manufactured from OEM grade black coated steel for long lasting strength and durability



&nbsp;

 	

 	Securely fits to the left side of the tailgate lid



&nbsp;

 	

 	Designed to make opening or closing the tailgate easier and safer



&nbsp;

 	

 	Supplied as pictured with a sleek black finish



&nbsp;

 	

 	A subtle upgrade that's quick and simple to install



&nbsp;",,Accessories > Tailgate Struts,"Accessories, Tailgate Struts",TRUE,Title,Volkswagen VW Amarok 10-20 Tailgate Strut,LXTD006,0,shopify,0,deny,manual,39.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXTD006-06-gallery.jpg
toyota-hilux-mk8-revo-2015-2019-tailgate-strut,Toyota Hilux MK8 Revo 2015-2019 Tailgate Strut,"Our Tailgate struts are designed to assist with the opening and closing of your tailgate, Taking the strain off you and the relevant tailgate components.
&nbsp;

 	Manufactured from OEM grade black coated steel for long lasting strength and durability
 	Securely fits to the left side of the tailgate lid
 	Designed to make opening or closing the tailgate easier and safer
 	Supplied as pictured with a sleek black finish
 	A subtle upgrade that's quick and simple to install",,Accessories > Tailgate Struts,"Accessories, Tailgate Struts",TRUE,Title,Toyota Hilux MK8 Revo 2015-2019 Tailgate Strut,LXTD005,0,shopify,0,deny,manual,44.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXTD005-06-gallery.jpg
mitsubishi-l200-triton-15-23-tailgate-struts,Mitsubishi L200 Triton 15-23 Tailgate Struts,"Our Tailgate struts are designed to assist with the opening and closing of your tailgate, Taking the strain off you and the relevant tailgate components.

&nbsp;

 	

 	Manufactured from OEM grade black coated steel for long lasting strength and durability



&nbsp;

 	

 	Securely fits to the both sides of the tailgate lid



&nbsp;

 	

 	Designed to make opening or closing the tailgate easier and safer



&nbsp;

 	

 	Supplied as pictured with a sleek black finish



&nbsp;

 	

 	A subtle upgrade that's quick and simple to install



&nbsp;",,Accessories > Tailgate Struts,"Accessories, Tailgate Struts",TRUE,Title,Mitsubishi L200 Triton 15-23 Tailgate Struts,LXTD003,0,shopify,0,deny,manual,44.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/NP300-08-gallery.jpg
ford-ranger-t6-2012-2015-tailgate-strut,Ford Ranger T6 2012-2015 Tailgate Strut,"Our tailgate struts are designed to assist with the opening and closing of your tailgate, taking the strain off you and the relevant tailgate components.
&nbsp;

 	Manufactured from OEM grade black coated steel for long lasting strength and durability
 	Securely fits to the left side of the tailgate lid
 	Designed to make opening or closing the tailgate easier and safer
 	Supplied as pictured with a sleek black finish
 	A subtle upgrade that's quick and simple to install",,Accessories > Tailgate Struts,"Accessories, Tailgate Struts",TRUE,Title,Ford Ranger T6 2012-2015 Tailgate Strut,LXTD004,0,shopify,0,deny,manual,44.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/PX-RANGER-06-gallery.jpg
universal-tailgate-damper,Universal Tailgate Damper,"Our Tailgate Struts are designed to assist with the opening and closing of your tailgate, Taking the strain off you and the relevant tailgate components.







 



 Manufactured from OEM grade black coated steel for long lasting strength and durability











 



 Securely fits to the left side of the tailgate lid











 



 Designed to make opening or closing the tailgate easier and safer











 



 Supplied as pictured with a sleek black finish











 



 A subtle upgrade that's quick and simple to install",,Accessories > Tailgate Struts,"Accessories, Tailgate Struts",TRUE,Title,Universal Tailgate Damper,LXTD002,0,shopify,0,deny,manual,39.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/RANGER-2019-06-gallery-2.jpg
mitsubishi-l200-triton-05-14-tailgate-strut,Mitsubishi L200 Triton 05-14 Tailgate Strut,"Our Tailgate Struts are designed to assist with the opening and closing of your tailgate, Taking the strain off you and the relevant tailgate components.
&nbsp;

 	Manufactured from OEM grade black coated steel for long lasting strength and durability
 	Securely fits to the left side of the tailgate lid
 	Designed to make opening or closing the tailgate easier and safer
 	Supplied as pictured with a sleek black finish
 	A subtle upgrade that's quick and simple to install",,Accessories > Tailgate Struts,"Accessories, Tailgate Struts",TRUE,Title,Mitsubishi L200 Triton 05-14 Tailgate Strut,LXTD001,0,shopify,0,deny,manual,39.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXTD001-06-6-gallery-2.jpg
nissan-navara-d23-2015-black-sump-guard-skid-plate,Nissan Navara D23 2015+ Black Sump Guard Skid Plate,"'

 	

 	Securely bolts to the Navara's chassis to maximise structural integrity




 	

 	Sleek black finish for an aggressive look




 	

 	Manufactured from 3mm heavy duty steel for long lasting strength and durability




 	

 	Designed to protect vital components and provide increased resistance from dust, dirt and debris




 	

 	Designed to be a direct bolt on for ease of fitment",,Sump Guards,Sump Guards,TRUE,Title,Nissan Navara D23 2015+ Black Sump Guard Skid Plate,TSBP006-BK,0,shopify,0,deny,manual,89.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/05/TSBP006-BK-01-50-50.jpg
toyota-hilux-revo-15-black-sump-guard-skid-plate,Toyota Hilux Revo 15+ Black Sump Guard Skid Plate,"Our underbody protection plates are designed to prevent damage to the underside of your vehicle when tackling tough terrain. Made from 3mm heavy duty powder coated steel for the Predator4x4 guarantee.

 	Securely bolts to the Hilux's chassis to maximise structural integrity
 	Sleek black finish for an aggressive look
 	Manufactured from 3mm heavy duty steel for long lasting strength and durability
 	Designed to protect vital components and provide increased resistance from dust, dirt and debris
 	Designed to be a direct bolt on part with brackets and bolts supplied",,Sump Guards,Sump Guards,TRUE,Title,Toyota Hilux Revo 15+ Black Sump Guard Skid Plate,TSBP004-BK,0,shopify,0,deny,manual,119.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/05/TSBP004-BK-copy-FITTED.jpg
volvo-xc90-2015-side-steps,Volvo XC90 2015+ Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

 Aluminium construction finished with durable plastic covering with a stylish aluminium strip
 Protects the side of your vehicle
 Sleek and practical addition to your XC90
 Designed to be a bolt on kit
 We recommend this kit to be fitted by a certified garage",,Side Steps,Side Steps,TRUE,Title,Volvo XC90 2015+ Side Steps,LRSS073,0,shopify,0,deny,manual,249.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRSS073-50-50-NEW.jpg
predator4x4-black-silver-side-steps-to-fit-land-rover-freelander-2-l359-07-15,Predator4x4 Black & Silver Side Steps To Fit Land Rover Freelander 2 L359 07-15,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.


Aluminium construction finished with durable plastic covering including raised grip strips for great underfoot grip
Protects the side of your vehicle
Stylish and practical addition to your Freelander
Designed to be a bolt on kit
We recommend this kit to be fitted by a certified garage
Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Side Steps,Side Steps,TRUE,Title,Predator4x4 Black & Silver Side Steps To Fit Land Rover Freelander 2 L359 07-15,LRSS055,0,shopify,0,deny,manual,129.99,,https://www.4x4predator.co.uk/wp-content/uploads/2022/10/LRSS055-ebay-copy.jpg
predator4x4-black-edition-side-steps-to-fit-land-rover-range-rover-vogue-l322-01-12,Predator4x4 Black Edition Side Steps To Fit Land Rover Range Rover Vogue L322 01-12,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

&nbsp;

 	

 	Manufactured from heavy duty materials for long lasting strength and durability



&nbsp;

 	

 	Designed to be a direct bolt on kit for ease of install



&nbsp;

 	

 	Includes fitting kit and brackets as pictured



&nbsp;

 	

 	Powder coated brackets ensure long lasting strength and corrosion resistance



&nbsp;

 	

 	ABS plastic channels along the top provide increased underfoot grip and water drainage during wet conditions



&nbsp;

 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts



&nbsp;",,Side Steps,Side Steps,TRUE,Title,Predator4x4 Black Edition Side Steps To Fit Land Rover Range Rover Vogue L322 01-12,LRSS016-BK,0,shopify,0,deny,manual,144.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRSS016-DISCO-4-50-50-NEW.jpg
predator4x4-black-edition-side-steps-to-fit-land-rover-range-rover-sport-l320-05-12,Predator4x4 Black Edition Side Steps To Fit Land Rover Range Rover Sport L320 05-12,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

 Manufactured from heavy duty materials for long lasting strength and durability
 Designed to be a direct bolt on kit for ease of install
 Includes fitting kit and brackets as pictured
 Powder coated brackets ensure long lasting strength and corrosion resistance
 ABS plastic channels along the top provide increased underfoot grip and water drainage during wet conditions
 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Side Steps,Side Steps,TRUE,Title,Predator4x4 Black Edition Side Steps To Fit Land Rover Range Rover Sport L320 05-12,LRSS013-BK,0,shopify,0,deny,manual,129.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRSS013-BK-50-50-NEW.jpg
500l-universal-black-car-roof-box,500L Universal Black Car Roof Box,"Our roof boxes are a great addition to any car in need of extra storage, offering easy access and secure transportation of your possessions.







 



 Perfect accessory for family cars











 



 Manufactured from heavy duty materials for long lasting strength and durability











 



 Includes universal fitting hardware as shown











 



 Includes key so it can be securely locked











 



 Combines sleek design and practicality without compromising storage space",,Storage > Roof Boxes,"Storage, Roof Boxes",TRUE,Title,500L Universal Black Car Roof Box,YHBX007,0,shopify,0,deny,manual,274.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/03/50-50.jpg
